Title,Studio,Opening,Theaters,Date,Movie ID,Budget,Runtime,Genres,Directing,Producing,Writing,Rating
Kingsman: The Golden Circle,Fox,39023010,4003,2017-09-22,343668,104000000,141.0,"['Action', 'Adventure', 'Comedy']","['Matthew Vaughn', 'Lucy Ward', 'Harry Minter', 'Jack Ravenscroft']","['Adam Bohling', 'David Reid', 'Matthew Vaughn', 'Reg Poerscout-Edgerton', 'David Cain', 'Marco Greco', 'Michael Killoren', 'Katy Covell', 'Lillie Jeffrey', 'Tamsyn Manson']","['Dave Gibbons', 'Mark Millar', 'Matthew Vaughn', 'Jane Goldman']",R
Dinosaur,BV,38854851,3257,2000-05-19,10567,127500000,82.0,"['Animation', 'Family']","['Ralph Zondag', 'Eric Leighton', 'Rick Moore']","['Pam Marsden', 'Baker Bloodworth', 'Pam Marsden', 'Mary Hidalgo']",['John Harrison'],PG
Daddy's Home,Par.,38740203,3271,2015-12-25,274167,50000000,96.0,['Comedy'],['Sean Anders'],"['Will Ferrell', 'Chris Henchy', 'Adam McKay', 'John Morris', 'Sean Anders', 'Riza Aziz', 'Jessica Elbaum', 'David Koplan', 'Joey McFarland', 'Kevin J. Messick', 'Diana Pokorny']","['Brian Burns', 'Adam McKay', 'Chris Henchy', 'Brian Burns']",PG-13
Get Smart,WB,38683480,3911,2008-06-20,11665,80000000,110.0,"['Action', 'Comedy', 'Thriller']","['Peter Segal', 'John Hockridge', 'Susan Bierbaum']","['Michael Ewing', 'Alex Gartner', 'Charles Roven', 'Peter Segal', 'Bruce Berman', 'Steve Carell', 'Roger Mussenden', 'Andrew Lazar', 'Kokayi Ampah', 'Kim De Pietro', 'Billy Bonifield', 'Alana Mayo']","['Tom J. Astle', 'Matt Ember', 'Mel Brooks', 'Buck Henry']",PG-13
Fifty Shades Freed,Uni.,38560195,3768,2018-02-09,337167,55000000,105.0,"['Drama', 'Romance']",['James Foley'],"['Dana Brunetti', 'Michael De Luca', 'E.L. James', 'Marcus Viscidi']","['Niall Leonard', 'E.L. James']",R
You Don't Mess with the Zohan,Sony,38531374,3462,2008-06-06,10661,90000000,113.0,"['Comedy', 'Action']","['Dennis Dugan', 'Ronit Ravich-Boss']","['Adam Sandler', 'Jack Giarraputo', 'Barry Bernardi', 'Robert Smigel', 'Sarah Finn', 'Kevin Grady', 'Gadi Levy', 'Judit Maull', ""Aldric La'Auli Porter"", 'Randi Hiller', 'Adam Brightman', 'Iram Collantes', 'Daryl Kass', 'Jason Tamez', 'Tamara Hunter', 'Taylor Jenkins', 'Adam Rucho', 'Rob Frank', 'Sam Hutchins', 'Daniel Martinez', 'Tom Carson']","['Adam Sandler', 'Judd Apatow', 'Robert Smigel']",PG-13
The Legend of Tarzan,WB,38527856,3561,2016-07-01,258489,180000000,109.0,"['Action', 'Adventure']",['David Yates'],[],"['Edgar Rice Burroughs', 'Stuart Beattie', 'Craig Brewer', 'Adam Cozad', 'John Collee']",PG-13
Over the Hedge,P/DW,38457003,4059,2006-05-19,7518,80000000,83.0,"['Comedy', 'Animation', 'Family']","['Tim Johnson', 'Karey Kirkpatrick', 'Amanda Deering Jones', 'Joshua Pruett']","['Bonnie Arnold', 'Ellen Coss', 'Jim Cox', 'Bill Damaschke', 'Christian Kubsch', 'Leslee Feldman', 'Vicki Hunter', 'Terri Anderson', 'Angel G. Salinas', 'David Juan Bianchi', 'Wendy Berry Campbell', 'Kathy Cavaiola', 'Celeste Leger', 'Kristen D. Chidel', 'Kristina Reed', 'Andrea McCarthy Paul', 'Michael Lynn', 'Stephanie C. Lee', 'Malia P. Russell', 'Jeff Chasin', 'Christopher Leahy', 'Bruce Seifert', 'Larry Weisberg', 'Patrice Avery', 'Jennifer Dahlman', 'Alison Fedrick Donahue', 'Marny Nahrwold', 'Matt Pomeroy', 'Craig Rittenbaum', 'Bethany Wilksen', 'Caprice Ann Ridgeway', 'Ray Felipe', 'Wayne Hellinger', 'Jim Mainard', ""Brendan O'Connor"", 'Kristen D. Chidel']","['Len Blum', 'Lorne Cameron', 'David Hoselton', 'Karey Kirkpatrick', 'Michael Fry', 'Tom Lewis', 'Steven E. Gordon', 'Mike de Seve', 'Jeff Snow', 'David Soren', 'Joshua Pruett']",PG
The Cat in the Hat,Uni.,38329160,3464,2003-11-21,10588,109000000,82.0,"['Fantasy', 'Family']",['Bo Welch'],"['Brian Grazer', 'Karen Kehela Sherwood', 'Eric McLeod', 'Maureen Peyrot', 'Gregg Taylor']","['Dr. Seuss', 'Alec Berg', 'David Mandel', 'Jeff Schaffer']",PG
Alien Vs. Predator,Fox,38291056,3395,2004-08-13,395,70000000,101.0,"['Adventure', 'Science Fiction', 'Action', 'Horror']","['Paul W.S. Anderson', 'Jessica Clothier', 'Andy Howard', 'Jakub Dvorak', 'Bharat Nalluri', 'Lucy Egerton']","['Gordon Carroll', 'John Davis', 'David Giler', 'Walter Hill', 'Nancy Bishop', 'Suzanne M. Smith', 'David Minkowski', 'Matthew Stillman', 'Lukáš Bech', 'Grace Gilroy', 'Wyck Godfrey', 'Thomas M. Hammel', 'Henning Molfenter', 'Thierry Potok', 'Mike Richardson', 'Chris Symes', 'Luca Marco Paracels', 'Jennifer Silver', 'Adam Goodman', 'Minna Pyyhkala', 'Mark Birmingham', 'Claudia Dehmel', 'Martina Burgetová', 'Brian Donovan', 'Jiří Husák', 'Vanessa Baker', 'Julie Harkin', 'David Trojan', 'Karolina Cerna', 'Goran Uljanic', 'Jirí Hrstka', 'Renee D. Czarapata', 'Martin Hobbs', 'Julian Mann', 'Luke Gale', 'Jan Hogevold', 'Veronika Lencova']","[""Dan O'Bannon"", 'Ronald Shusett', 'Jim Thomas', 'John Thomas', 'Paul W.S. Anderson', 'Marc Marcum']",PG-13
The Angry Birds Movie,Sony,38155177,3932,2016-05-20,153518,73000000,97.0,"['Animation', 'Adventure', 'Comedy']","['Clay Kaytis', 'Fergal Reilly']","['John Cohen', 'Catherine Winder', 'Mikael Hed', 'David Maisel', 'Linda Lamontagne', 'Kim Rozner', 'Julie Zackary']","['Jon Vitti', 'Mikael Hed', 'Mikko Pöllä', 'John Cohen']",PG
The Bourne Legacy,Uni.,38142825,3745,2012-08-10,49040,130000000,135.0,"['Action', 'Thriller']","['Tony Gilroy', 'Dianne Dreyer']","['Frank Marshall', 'Patrick Crowley', 'Ellen Chenoweth', 'Henry Morrison', 'Jennifer Fox', 'Junsik Park', 'Joseph Santos', 'Dennis Penney', 'Nikolo Juban']","['Tony Gilroy', 'Dan Gilroy', 'Robert Ludlum', 'Tony Gilroy']",PG-13
Ocean's Eleven,WB,38107822,3075,2001-12-07,161,85000000,116.0,"['Thriller', 'Crime']","['Steven Soderbergh', 'Annie Welles', 'Gregory Jacobs', 'Trey Batchelor', 'Basti Van Der Woude']","['Jerry Weintraub', 'Debra Zane', 'Bruce Berman', 'Susan Ekins', 'John Hardy', 'R.J. Louis', 'Terri Taylor', 'Frederic W. Brost', 'Mark Scoon', 'Ken Lavet', 'Gladys Kaye McCall', 'Karen Jarnecke', 'Charles Miller', 'Robin Le Chanu', 'Spooky Stevens', 'Ken Ungrodt', 'Pamela Lynn Thomas', 'Caleb Duffy', 'Dan Rosenfelt', 'Kim Pinkstaff', 'Lisa Hatch', 'Kevin Field', 'John Sanchez', 'Roxann Langlois']","['George Clayton Johnson', 'Ted Griffin', 'Jack Golden Russell', 'Len Morganti']",PG-13
Rango,Par.,38079323,3917,2011-03-04,44896,10000000,107.0,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']","['Gore Verbinski', 'Ian Calip', 'Adam Somner', 'Lam Nguyen', 'Romaine Coston', 'Matt Neapolitan', 'Alex Cannon', 'Adam Schnitzer']","['John B. Carls', 'Graham King', 'Gore Verbinski', 'Denise Chamian', 'Ruth Lambert', 'Robert McGee', 'Mark Bakshi', 'Adam Cramer', 'Shari Hanson', 'Tim Headington', 'Nils Peyron', 'David Shannon', 'Christine Altomari', 'Gary Kout', 'Carol Norton', 'Adam Somner', 'Jenna Grigg Thomas', 'Krysti Baxter', 'Angela Demo', 'Holly Dorff', 'David Michael Green', 'Ben Rosenblatt', 'Elizabeth Galloway', 'David Hickey', 'Patrick R. Siembieda', 'Brenda T. Huey', 'A.K. Hottman', 'Brandon Loomis', 'Devin Toft', 'John Bartnicki', 'Richard Itskovich', 'Tien Nguyen', 'Chrysta Marie Burton', 'Dan Urrutia', 'Melanie Cussac', 'Morgan Smith']","['John Logan', 'John Logan', 'Gore Verbinski', 'James Ward Byrkit', 'David Feiss', 'Josh Hayes']",PG
Inglourious Basterds,Wein.,38054676,3165,2009-08-21,16869,70000000,153.0,"['Drama', 'Action', 'Thriller', 'War']","['Quentin Tarantino', 'Carlos Fidel']","['Lawrence Bender', 'Lloyd Phillips', 'Erica Steinberg', 'Bob Weinstein', 'Harvey Weinstein', 'Simone Bär', 'Olivier Carbone', 'Jenny Jue', 'Johanna Ray', 'Henning Molfenter', 'Klaus Große Darrelmann']",['Quentin Tarantino'],R
Bee Movie,P/DW,38021044,3928,2007-11-02,5559,150000000,91.0,"['Family', 'Animation', 'Adventure', 'Comedy']","['Steve Hickner', 'Simon J. Smith']","['Jerry Seinfeld', 'Christina Steinberg', 'Cameron Stevning']","['Jerry Seinfeld', 'Spike Feresten', 'Barry Marder', 'Andy Robin']",PG
Lone Survivor,Uni.,37849910,2875,2014-01-10,193756,40000000,121.0,"['Action', 'Drama', 'War']","['Peter Berg', 'Eric Heffron', 'Richard Oswald', 'Kevin Scott', 'Jan Rudolph']","['Sarah Aubrey', 'Randall Emmett', 'Akiva Goldsman', 'Norton Herrick', 'Barry Spikings', 'Mark Wahlberg', 'Stephen Levinson', 'John Brace', 'Linda Lowy', 'Vitaly Grigoriants', 'Lindsay Greitzer', 'Petra Holtorf', 'Brandon Grimes', 'Eric Heffron', 'Braden Aftergood', 'Brandt Andersen', 'Remington Chase', 'Grant Cramer', 'Mark Damon', 'Simon Fawcett', 'Kerry Foster', 'Louis G. Friedman', 'George Furla', 'Stepan Martirosyan', 'Jeff Rice', 'Steven Saxton', 'Lauren Selig', 'Adi Shankar', 'Jason Shuman', 'Spencer Silna', 'Tamara Birkemoe', 'Adam Trahan', 'Harry Humphries', 'Peter Berg', 'Louis G. Friedman', 'Jonathon Slator', 'Karen Eisenstadt', 'Marcus Montano', 'Clay DeVelvis', 'Julie Hansen', 'Kathleen Keller', 'Derek M. Chavez', 'Corrine Butler', 'Jamie Castro', 'Andrew Mackin', 'Joe Cappelletti']","['Peter Berg', 'Marcus Luttrell', 'Patrick Robinson']",R
Ace Ventura: When Nature Calls,WB,37804076,2652,1995-11-10,9273,30000000,90.0,"['Crime', 'Comedy', 'Adventure']","['Steve Oedekerk', 'Rick Barker', 'Bonnie Benwick', 'Lisa J. Bloch', 'H.H. Cooper', 'Alan B. Curtiss', 'Alan Edmisten', 'William M. Elvin', 'Richard Flower', 'Kathy Houghton', 'Robert Huberman', 'Peter Montgomery', 'Dale M. Nielsen', 'Eric Oliver', 'Eric Oliver', 'Philip C. Pfeiffer', 'Susan Prince', 'John E. Sullivan', 'Barry K. Thomas', 'Donald E. Thorin', 'Helen Caldwell', 'Ilene Pickus']","['Gary Barber', 'Bob Israel', 'Andrew G. La Marca', 'James G. Robinson', 'Ferne Cassel', 'John M. Colwell', 'Andrew G. La Marca', 'Todd P. Smith', 'Wendy Williams', 'Kristen Bunting', 'Sherri Rosen', 'Teresa Cheng', 'Martin Hilke', 'Katherine Kean', 'Barbara McCullough', 'Eyde Belasco', 'Amy Caton-Ford', 'Debbie Coleman', 'Tina Kerr', 'Wayne Caparas', 'John B. Griffin', 'Ken Lewin', 'Steve Rhea', 'Robin Mounsey', 'Michelle Almaz Tadege', 'Colleen Arnaud', 'David Boysen', 'Lisa A. Campbell', ""Maureen 'Mo' Crutchfield"", 'Daren Dochterman', 'Christie Fisher', 'Cindy Franke', 'Judith French', 'M.K. Gleason', 'Zoila Gomez', 'Hans Graffunder', 'Jessica Hall', 'S. Lily Hui', 'Jack Johnson', 'Todd M. Lachniet', 'Jennifer P. Luther', 'David Mastron', 'David J. Negron Sr.', 'Jacqui Popelka', 'Shannon Ragsdale', 'David Ritthamel', 'Jacobus Rose', 'Mark Sayles', 'Lisa G. Shillingburg', 'Mandy Spencer-Phillips', 'Seve Spracklen', 'Jaleh Teymourian', 'Peggy Tison', 'Annette Vait', 'Dolores K. Wood', 'Andrew L. Lanier']","['Jack Bernstein', 'Steve Oedekerk']",PG-13
Charlie's Angels: Full Throttle,Sony,37634221,3459,2003-06-27,9471,120000000,106.0,"['Action', 'Adventure', 'Comedy']","['McG', 'Melody Beam', 'Hans Berggren', 'Mark Carter', 'Albert Cho', 'Mark Cotone', 'Christina Fong', 'Conte Mark Matal', 'Mic Rodgers', 'Mark Trapenberg', 'Kristine Greco', 'Tricia Ronten']","['Drew Barrymore', 'Patrick Crowley', 'Leonard Goldberg', 'Nancy Juvonen', 'Jenno Topping', 'Amanda Goldberg', 'Stephanie Savage', 'Kim Davis-Wagner', 'Justine Baddeley', 'Robert Latham Brown', 'Omar Veytia', 'Denis L. Stewart', 'Spencer Franklin', 'Kevin Flatow', 'Scott Berrie', 'Joe Gareri', 'Maryellen Aviano', 'Ajay Dass', 'Brad Kenny', 'Yasmin Redoblado', 'Vesper Burnett', 'Quentin Halliday', 'Lary Vinocur', 'Ken Lavet', 'Lance Barton', 'Lamonte Bell', 'Jenifer Bonisteel', 'Natalie Borresen', 'Mady Manson Burza', 'Jason Cardillo-Lee', 'Cory Cate', 'Susan Dukow', 'Eric Glasser', 'Lucy Herrera', 'Rebecca Hilliard', 'David Irvine', 'Wendy Kutzner', 'Matthew J. Lynch', 'Ilana McAllister', 'Rizelle Mendoza', 'Joey Naber', 'Jessica Otto', 'Benjamin J. Roberts', 'Colleen Casey Shariat', 'Patrick Shiffrar', 'Debbie-Lynn Siegel', 'Bryan Snodgrass', 'Emily Takehara', 'Elizabeth Tompkins', 'Andrew Zilch', ""Mark 'Free' Friedlander""]","['John August', 'Cormac Wibberley', 'Marianne Wibberley', 'John August']",PG-13
Hop,Uni.,37543710,3579,2011-04-01,50359,63000000,95.0,"['Animation', 'Comedy', 'Family']",['Tim Hill'],"['John Cohen', 'Christopher Meledandri', 'Michele Imperato', 'Junie Lowry-Johnson', 'Libby Goldstein']","['Cinco Paul', 'Ken Daurio', 'Cinco Paul', 'Ken Daurio', 'Brian Lynch']",PG
Gone Girl,Fox,37513109,3014,2014-10-03,210577,61000000,149.0,"['Mystery', 'Thriller', 'Drama']","['David Fincher', 'Courtenay Miles']","['Reese Witherspoon', 'Laray Mayfield', 'John Cefalu', 'Richard Schuler', 'Arnon Milchan', 'Ceán Chaffin', 'Joshua Donen', 'David Witz', 'Luca Marco Paracels', 'Patty Majorczak-Connolly', 'Bruna Papandrea', 'Leslie Dixon']","['Gillian Flynn', 'Gillian Flynn']",R
District 9,TriS,37354308,3049,2009-08-14,17654,30000000,112.0,['Science Fiction'],"['Neill Blomkamp', 'Vinca Cox', 'Terry Fletcher', 'Merrin Ruck', 'Paul Grinder', 'David Norris', 'Richard Green', 'Zolani Phakade', 'Jacques Terblanche', 'Robyn Grace', 'Chris van Latum', 'Julian Botha', 'Joseph Malele', 'Chloe Forbes', 'Thabo Metsing', 'Ben Burden Smith']","['Peter Jackson', 'Bill Block', 'Elliot Ferwerda', 'Ken Kamins', 'Michael S. Murphey', 'Carolynne Cunningham', 'Trishia Downie', 'Denton Douglas', 'Philippa Boyens', 'Paul Hanson', 'Mark Brooke', 'Miranda Rivers', 'Janine Alexander', 'Diana Nkata', 'Thulani Ngcwade', 'Gail Van Niekerk', 'Peter Ndifon', 'Spannies Spangenberg', 'Rezina Wahed', 'Natalia Voorslag', 'Shane Meyer', 'Michael Mycielski', 'Sizwe Nxumalo', 'Robert Steenpoorte', 'Richard Cuthbert', 'Rachel Gilkison', 'Tshepo Mandlazi', 'Muzi Mondi', 'Simphiwe Ndulula', 'Zolani Mbambo', 'Lwazi Nodada', 'Kholisile Vinqi', 'Daphne Bezem', 'Bronwen Stewart', 'Greg Fell', 'Archibald Nkwana', 'Todd Steiner', 'Lesedi Siswana', 'Tshidi Ntsoko', 'Pierre Pelser', 'Gert Van Niekerk', 'Darren Sigley', 'Jeremy Vinden', 'Henry de Villiers', 'Jimmy Davies', 'Gabe Page', 'Josanne Tane', 'Rudolf Pohorsky', 'Steven St. Arnaud', ""N'Cee Van Heerden"", 'Gabriella Fish', 'Nick Cleverley', 'Wendy Bambro-Tilyard', 'Tracey Morgan', 'Thomas Lishi', 'Dries Scholtz', 'Paul Gobo', 'Peti Nohotima', 'Danielle Prestidge', 'Grant Bensley', 'Juliette Davis', 'Gayle Munro', 'Kristie Breslin', 'Jennifer Loughnan', 'Helen Clare']","['Neill Blomkamp', 'Terri Tatchell']",R
Pacific Rim,WB,37285325,3275,2013-07-12,68726,180000000,131.0,"['Action', 'Science Fiction', 'Adventure']","['Guillermo del Toro', 'Dug Rotstein', 'Shane B. Scott']","['Guillermo del Toro', 'Jon Jashni', 'Mary Parent', 'Thomas Tull', 'Callum Greene', 'Margery Simkin', 'Lara Alexander', 'Gerry Alfonso', 'Katharine Boyce', ""Lincoln D'Souza"", 'Stephanie Massarella', 'Kyla McFeat', 'Shamu Naidu', 'Valerie Phillips', 'Erin Renton', 'Debbie Van Dusen', 'Candace Tempelmeyer', 'Kevin Michael Schembri', 'Courtenay Bainbridge', 'Jonathan Pencharz', 'Man Fong', 'Christian Dendias', 'Vicki Henton', 'Adam Meaden', 'Sam Rosati', 'Emma Tamblyn', 'Fermin Balado', 'Brandon Balon', 'Jonah Greisman', 'Christopher Lori', 'Elspeth Cassar', 'Marie-Claude Harnois', 'Feyon Li', 'Lucia Haliburton', 'Robin D. Cook', 'Zameret Kleiman', 'Jane Spencer', 'Fred Kamping', 'Johnny Wang', 'Mark McFadden', 'George Wong', 'Joanne Jackson', 'Dustin Bernard', 'D.J. Carson', 'Callum Greene', 'Michelle Russell']","['Travis Beacham', 'Guillermo del Toro', 'Travis Beacham']",PG-13
Mr. Deeds,Sony,37162787,3231,2002-06-28,2022,50000000,96.0,"['Comedy', 'Romance']",['Steven Brill'],"['Sid Ganis', 'Jack Giarraputo', 'Roger Mussenden']",['Tim Herlihy'],PG-13
Annabelle,WB (NL),37134255,3185,2014-10-03,250546,6500000,99.0,['Horror'],"['John R. Leonetti', 'Sherie Giehtbrock']","['Hans Ritter', 'Peter Safran', 'James Wan', 'Jenny Hinkey', 'Jordan Bass', 'Lauren Bass', 'Murray Miller', 'Kei Rowan-Young', 'Walter Hamada']",['Gary Dauberman'],R
Air Force One,Sony,37132505,2919,1997-07-25,9772,85000000,124.0,"['Action', 'Thriller']","['Wolfgang Petersen', 'Peter Kohn', 'Dianne Dreyer', 'Scott Robertson', 'Paula Case', 'David M. Dunlap']","['Marc Abraham', 'Armyan Bernstein', 'Thomas A. Bliss', 'Gail Katz', 'David V. Lester', 'Wolfgang Petersen', 'Jonathan Shestack', 'Peter Kohn', 'Mary Montiforte', 'Janet Hirshenson', 'Jane Jenkins', 'Lauren Ross', 'Carla Sierra', 'Carole Cowley', 'David Siegel', 'Kristen D. Chidel', 'Barbara Harris', 'Anya Colloff', 'Ralph Bertelle', 'Brent Scarpo', 'T.K. Durham', 'Susanne Lariviere', 'Rick Scheil', 'Matti Asgarian', 'Randy Starr', 'Joelle Bryanne Stapleton', 'Colleen Emry']",['Andrew W. Marlowe'],R
S.W.A.T.,Sony,37062535,3202,2003-08-08,559937,0,,['Action'],['Ding Sheng'],[],['Ding Sheng'],
Oblivion,Uni.,37054485,3783,2013-04-19,75612,120000000,124.0,"['Action', 'Science Fiction', 'Adventure', 'Mystery']","['Joseph Kosinski', 'Rebecca Boyle', 'Trisha Burton']","['Peter Chernin', 'Jesse Berger', 'Joseph Kosinski', 'Barry Levine', 'Marcia Ross', 'Justis Greene', 'RJ Mino', 'Brittainy Roberts', 'Dylan Clark', 'Duncan Henderson', 'Dave Morrison', 'Chris Giuffrida', 'Mindy Weissman', 'Iounn Arna Björgvinsdóttir', 'Stella Bogadóttir', 'Fjola Einarsdottir', 'Anita Isey Jonsdottir', 'Michael P. Twombly', 'Helga K. Bjarnason', 'Karl Sigurdarson', 'Birna Bjorgvinsdottir', 'Inga Björk Sólnes', 'Linda Vilhjálmsdóttir', 'David Halagarda', 'Matthew F. Preston', 'Jennifer Cobb', 'Wendy Goldfisher', 'Kelley Baker', 'Stan Umamoto', 'Missy Eustermann', 'Rósa Stefánsdóttir', 'Michael A. Galasso', 'Tiffany Tiesiera', 'Birna Paulina Einarsdóttir', 'Betsy Alton', 'Drew Barnett-Hamilton', 'Sean Becker', 'Bill Bouvier', 'Sara Ellingen', 'Josh R. Field', 'Stacy Parker', 'Judith Bouley', 'Katie Silverman', 'Bree Adams', 'Brittany Gischner', 'Joanna Vasco', 'Hank Langlois', 'David M. Waldron', 'William Maursky', 'Fahad Falur Jabali', 'Josh Samataro', 'Hannah Getts', 'Cleland Hoff', 'James Adames', 'Dawson Warner', 'Thor Kjartansson', 'Ken Haber', 'Lauri Pitkus', 'Justin Springer']","['Joseph Kosinski', 'Karl Gajdusek', 'Michael Arndt']",PG-13
Red Dragon,Uni.,36540945,3357,2002-10-04,9533,78000000,124.0,"['Crime', 'Horror', 'Thriller', 'Drama']",['Brett Ratner'],"['Andrew Z. Davis', 'Martha De Laurentiis', 'Dino De Laurentiis']","['Thomas Harris', 'Ted Tally']",R
Cowboys & Aliens,Uni.,36431290,3750,2011-07-29,49849,163000000,119.0,"['Action', 'Science Fiction', 'Thriller', 'Western']","['Jon Favreau', 'Kathy McHugh', 'Mamie Mitchell', 'Trudy Ramirez']","['Damon Lindelof', 'Brian Grazer', 'Bobby Cohen', 'Randy Greenberg', 'Steven Spielberg', 'Denis L. Stewart', 'Ryan Kavanaugh', 'Ron Howard', 'Alex Kurtzman', 'Sarah Finn', 'Noelle Green', 'Rene Haynes', 'Kathryn Mindala']","['Roberto Orci', 'Alex Kurtzman']",PG-13
Freddy Vs. Jason,NL,36428066,3014,2003-08-15,6466,30000000,97.0,['Horror'],"['Ronny Yu', 'Patricia Barry', 'Ivana Siska', 'Christine Lalande', 'Robert Lee', 'Martina Lang', 'Poon Hang-Sang', 'Paul Garrison']","['Sean S. Cunningham', 'Stokely Chaffin', 'Matthew Barry', 'Nancy Green-Keyes', 'Kirk Johns', 'Douglas Curtis', 'Robert Shaye', 'Renee Witt', 'Leon Dudevoir', 'Lisa Hamil', 'Erik Holmberg', 'Bob Shapiro', 'Clark Candy', 'Bliss McDonald', 'Bruce Mahler', 'Julia Reid', 'Susan Taylor Brouse', 'Betty Burkhart', 'Jina Johnson', 'John Rollins', 'Annette McCaffrey', 'Barbara Mercer', 'Ray Scalice', 'Tyler McIntyre', 'Leon Thomas Braun', 'Dana Belcastro']","['Damian Shannon', 'Mark Swift', 'Victor Miller', 'Wes Craven', 'Wes Craven']",
Interview with the Vampire,WB,36389705,2604,1994-11-11,628,60000000,123.0,"['Horror', 'Drama', 'Fantasy']",['Neil Jordan'],"['David Geffen', 'Stephen Woolley', 'Susie Figgis', 'Juliet Taylor', 'Sandrine Ageorges', 'Redmond Morris']","['Anne Rice', 'Anne Rice']",R
Marley and Me,Fox,36357586,3480,2008-12-25,14306,60000000,115.0,"['Comedy', 'Family']","['David Frankel', 'Sheila Waldron', 'Donald Dowd']","['Gil Netter', 'Karen Rosenfelt', 'Margery Simkin', 'Arnon Milchan', 'Joseph M. Caracciolo Jr.', 'Joseph M. Caracciolo Jr.', 'Dana Robin', 'Ellen Gannon', 'Lori Scowley', 'Justine Hempe', 'Gayle Keller', 'Lori Wyman', 'Danielle Colli', 'Sam Tedesco']","['Scott Frank', 'Don Roos', 'John Grogan']",PG
21 Jump Street,Sony,36302612,3121,2012-03-16,64688,42000000,109.0,"['Action', 'Comedy', 'Crime']","['Phil Lord', 'Christopher Miller', 'Samuel W. Sullivan']","['Stephen J. Cannell', 'Neal H. Moritz', 'Jonah Hill', 'Tania Landau', 'Ezra Swerdlow', 'Channing Tatum', 'Nicole Abellera', 'Jeanne McCarthy']","['Michael Bacall', 'Michael Bacall', 'Jonah Hill', 'Stephen J. Cannell', 'Patrick Hasburgh']",
Kingsman: The Secret Service,Fox,36206331,3204,2015-02-13,207703,81000000,129.0,"['Crime', 'Comedy', 'Action', 'Adventure']","['Matthew Vaughn', 'Lucy Ward']","['Adam Bohling', 'David Reid', 'Matthew Vaughn', 'Reg Poerscout-Edgerton']","['Dave Gibbons', 'Mark Millar', 'Jane Goldman', 'Matthew Vaughn']",R
Jumanji: Welcome to the Jungle,Sony,36169328,3765,2017-12-20,353486,90000000,119.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Jake Kasdan'],"['William Teitler', 'Matt Tolmach', 'Melvin Mar', 'Hiram Garcia', 'Ted Field', 'Dany Garcia', 'David B. Householter', 'Dwayne Johnson', 'Jake Kasdan', 'Mike Weber', 'Nicole Abellera', 'Jeanne McCarthy']","['Chris McKenna', 'Erik Sommers', 'Scott Rosenberg', 'Jeff Pinkner', 'Chris McKenna', 'Chris van Allsburg', 'Greg Taylor']",PG-13
Alien: Covenant,Fox,36160621,3761,2017-05-19,126889,97000000,122.0,"['Horror', 'Science Fiction', 'Thriller']","['Ridley Scott', 'Raymond Kirk', 'Merran Elliot', 'Melina Burns', 'Danielle Blake', 'Scott Lovelock', 'Matthew Webb', 'Greg Tynan']","['David Giler', 'Walter Hill', 'Mark Huffam', 'Michael Schaefer', 'Ridley Scott', 'Carmen Cuba', 'Dean Hood', 'Lizzy Jane Klein', 'Ebony Hardin', 'Wittney Horton', 'Mary Barltrop', 'Jeremy Peek']","['Jack Paglen', 'John Logan', 'Dante Harper', ""Dan O'Bannon"", 'Ronald Shusett', 'Michael Green']",R
Ocean's Thirteen,WB,36133403,3565,2007-06-08,298,85000000,122.0,"['Crime', 'Thriller']","['Steven Soderbergh', 'Annie Welles']","['Jerry Weintraub', 'Debra Zane', 'Tannis Vallely']","['Brian Koppelman', 'David Levien', 'George Clayton Johnson', 'Jack Golden Russell']",PG-13
Dumb and Dumber To,Uni.,36111775,3154,2014-11-14,100042,40000000,110.0,['Comedy'],"['Bobby Farrelly', 'Peter Farrelly']","['Riza Aziz', 'Bobby Farrelly', 'Peter Farrelly', 'Joey McFarland', 'Bradley Thomas', 'Charles B. Wessler', 'Danny Dimbort', 'Marc S. Fischer', 'David Koplan', 'Brad Krevoy', 'Christian Mercuri', 'Steven Stabler', 'Rick Montgomery']","['Bennett Yellin', 'Sean Anders', 'John Morris', 'Peter Farrelly', 'Bobby Farrelly', 'Mike Cerrone']",PG-13
Armageddon,BV,36089972,3127,1998-07-01,95,140000000,151.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","['Michael Bay', 'Karin Anderson', 'Kevin Cooper', 'Karen Golden']","['Michael Bay', 'Jerry Bruckheimer', 'Gale Anne Hurd', 'Bonnie Timmermann', 'Crys Forsyth-Smith', 'Ali Akdeniz', 'Nancy Jane King', 'Diane L. Sabatini', 'Gabriela Gutentag', 'Richard Klotz', 'Lisa Fields', 'Alison E. McBryde']","['Robert Roy Pool', 'Jonathan Hensleigh', 'Tony Gilroy', 'Shane Salerno', 'J.J. Abrams']",PG-13
